#queryIndex	queryItem	stringId	preferredName	annotation
1089	SCAMP5	9606.ENSP00000355387	SCAMP5	Secretory carrier-associated membrane protein 5; Required for the calcium-dependent exocytosis of signal sequence-containing cytokines such as CCL5. Probably acts in cooperation with the SNARE machinery. May play a role in accumulation of expanded polyglutamine (polyQ) protein huntingtin (HTT) in case of endoplasmic reticulum stress by inhibiting the endocytosis pathway; Secretory carrier membrane proteins
1090	SH3GL1	9606.ENSP00000269886	SH3GL1	Endophilin-A2; Implicated in endocytosis. May recruit other proteins to membranes with high curvature (By similarity); Belongs to the endophilin family
1091	CHMP2B	9606.ENSP00000263780	CHMP2B	Charged multivesicular body protein 2b; Probable core component of the endosomal sorting required for transport complex III (ESCRT-III) which is involved in multivesicular bodies (MVBs) formation and sorting of endosomal cargo proteins into MVBs. MVBs contain intraluminal vesicles (ILVs) that are generated by invagination and scission from the limiting membrane of the endosome and mostly are delivered to lysosomes enabling degradation of membrane proteins, such as stimulated growth factor receptors, lysosomal enzymes and lipids. The MVB pathway appears to require the sequential functio [...] 
1092	DACT1	9606.ENSP00000337439	DACT1	Dapper homolog 1; Involved in regulation of intracellular signaling pathways during development. Specifically thought to play a role in canonical and/or non-canonical Wnt signaling pathways through interaction with DSH (Dishevelled) family proteins. The activation/inhibition of Wnt signaling may depend on the phosphorylation status. Proposed to regulate the degradation of CTNNB1/beta-catenin, thereby modulating the transcriptional activation of target genes of the Wnt signaling pathway. Its function in stabilizing CTNNB1 may involve inhibition of GSK3B activity. Promotes the membrane l [...] 
1093	CBLN3	9606.ENSP00000267406	CBLN3	Cerebellin-3; May be involved in synaptic functions in the CNS
1094	PRKCG	9606.ENSP00000263431	PRKCG	Protein kinase C gamma type; Calcium-activated, phospholipid- and diacylglycerol (DAG)-dependent serine/threonine-protein kinase that plays diverse roles in neuronal cells and eye tissues, such as regulation of the neuronal receptors GRIA4/GLUR4 and GRIN1/NMDAR1, modulation of receptors and neuronal functions related to sensitivity to opiates, pain and alcohol, mediation of synaptic function and cell survival after ischemia, and inhibition of gap junction activity after oxidative stress. Binds and phosphorylates GRIA4/GLUR4 glutamate receptor and regulates its function by increasing pl [...] 
1095	SEPT4	9606.ENSP00000402000	SEPT4	Septin-4; Filament-forming cytoskeletal GTPase (By similarity). May play a role in cytokinesis (Potential). Forms a filamentous structure with SEPT12, SEPT6, SEPT2 and probably SEPT4 at the sperm annulus which is required for the structural integrity and motility of the sperm tail during postmeiotic differentiation. May play a role in platelet secretion. Isoform ARTS, but not the other isoforms, is required for the induction of cell death mediated by TGF-beta and by other apoptotic stimuli; Septins
1096	DDC	9606.ENSP00000403644	DDC	Aromatic-L-amino-acid decarboxylase; Catalyzes the decarboxylation of L-3,4- dihydroxyphenylalanine (DOPA) to dopamine, L-5-hydroxytryptophan to serotonin and L-tryptophan to tryptamine
1097	APBA1	9606.ENSP00000265381	APBA1	Amyloid-beta A4 precursor protein-binding family A member 1; Putative function in synaptic vesicle exocytosis by binding to Munc18-1, an essential component of the synaptic vesicle exocytotic machinery. May modulate processing of the amyloid-beta precursor protein (APP) and hence formation of APP- beta; PDZ domain containing
1098	GRM7	9606.ENSP00000350348	GRM7	Metabotropic glutamate receptor 7; G-protein coupled receptor for glutamate. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity; Glutamate metabotropic receptors
1099	MAPK1	9606.ENSP00000215832	MAPK1	Mitogen-activated protein kinase 1; Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. MAPK1/ERK2 and MAPK3/ERK1 are the 2 MAPKs which play an important role in the MAPK/ERK cascade. They participate also in a signaling cascade initiated by activated KIT and KITLG/SCF. Depending on the cellular context, the MAPK/ERK cascade mediates diverse biological functions such as cell growth, adhesion, survival and differentiation through the regulation of transcription, translation, cytoskeletal rearrangements. The MAPK/ERK cascade plays a [...] 
1100	ROGDI	9606.ENSP00000322832	ROGDI	Protein rogdi homolog; May act as a positive regulator of cell proliferation; Belongs to the rogdi family
1101	ABHD17A	9606.ENSP00000250974	ABHD17A	Protein ABHD17A; Abhydrolase domain containing 17A
1102	PIN1	9606.ENSP00000247970	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1; Peptidyl-prolyl cis/trans isomerase (PPIase) that binds to and isomerizes specific phosphorylated Ser/Thr-Pro (pSer/Thr- Pro) motifs. By inducing conformational changes in a subset of phosphorylated proteins, acts as a molecular switch in multiple cellular processes. Displays a preference for acidic residues located N-terminally to the proline bond to be isomerized. Regulates mitosis presumably by interacting with NIMA and attenuating its mitosis-promoting activity. Down-regulates kinase activity of BTK. Can transactivate multiple [...] 
1103	SLC16A1	9606.ENSP00000441065	SLC16A1	Monocarboxylate transporter 1; Proton-coupled monocarboxylate transporter. Catalyzes the rapid transport across the plasma membrane of many monocarboxylates such as lactate, pyruvate, branched-chain oxo acids derived from leucine, valine and isoleucine, and the ketone bodies acetoacetate, beta-hydroxybutyrate and acetate. Depending on the tissue and on cicumstances, mediates the import or export of lactic acid and ketone bodies. Required for normal nutrient assimilation, increase of white adipose tissue and body weight gain when on a high-fat diet. Plays a role in cellular responses to [...] 
1104	PPFIA1	9606.ENSP00000253925	PPFIA1	Liprin-alpha-1; May regulate the disassembly of focal adhesions. May localize receptor-like tyrosine phosphatases type 2A at specific sites on the plasma membrane, possibly regulating their interaction with the extracellular environment and their association with substrates; Sterile alpha motif domain containing
1105	DOK7	9606.ENSP00000344432	DOK7	Protein Dok-7; Probable muscle-intrinsic activator of MUSK that plays an essential role in neuromuscular synaptogenesis. Acts in aneural activation of MUSK and subsequent acetylcholine receptor (AchR) clustering in myotubes. Induces autophosphorylation of MUSK
1106	AKAP9	9606.ENSP00000348573	AKAP9	A-kinase anchor protein 9; Scaffolding protein that assembles several protein kinases and phosphatases on the centrosome and Golgi apparatus. Required to maintain the integrity of the Golgi apparatus. Recruited to the Golgi apparatus by GM130/GOLGA2 and is required for microtubule nucleation at the cis-side of the Golgi apparatus. Required for association of the centrosomes with the poles of the bipolar mitotic spindle during metaphase. Forms a complex with PDE4DIP: the complex recruits CAMSAP2 to the Golgi apparatus, leading to tether non-centrosomal minus-end microtubules to the Golg [...] 
1107	CACNA1C	9606.ENSP00000266376	CACNA1C	Voltage-dependent L-type calcium channel subunit alpha-1C; Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. The isoform alpha-1C gives rise to L-type calcium currents. Long-lasting (L-type) calcium channels belong to the 'high-voltage activated' (HVA) group. They are blocked by dihydropyridines (DHP), phenylalkylamines, benzothiazepines, and by o [...] 
1108	PTPRN2	9606.ENSP00000374069	PTPRN2	Receptor-type tyrosine-protein phosphatase N2; Plays a role in vesicle-mediated secretory processes. Required for normal accumulation of secretory vesicles in hippocampus, pituitary and pancreatic islets. Required for the accumulation of normal levels of insulin-containing vesicles and preventing their degradation. Plays a role in insulin secretion in response to glucose stimuli. Required for normal accumulation of the neurotransmitters norepinephrine, dopamine and serotonin in the brain. In females, but not in males, required for normal accumulation and secretion of pituitary hormones [...] 
1109	LRRTM4	9606.ENSP00000386357	LRRTM4	Leucine-rich repeat transmembrane neuronal protein 4; May play a role in the development and maintenance of the vertebrate nervous system. Exhibits strong synaptogenic activity, restricted to excitatory presynaptic differentiation (By similarity)
1110	SPTBN2	9606.ENSP00000432568	SPTBN2	Spectrin beta chain, non-erythrocytic 2; Probably plays an important role in neuronal membrane skeleton; Belongs to the spectrin family
1111	MAP1A	9606.ENSP00000300231	MAP1A	Microtubule-associated protein 1A; Structural protein involved in the filamentous cross- bridging between microtubules and other skeletal elements
1112	PHACTR1	9606.ENSP00000329880	PHACTR1	Phosphatase and actin regulator 1; Binds actin monomers (G actin) and plays a role in the reorganization of the actin cytoskeleton and in formation of actin stress fibers. Plays a role in cell motility. Plays a role in the formation of tubules by endothelial cells. Regulates PPP1CA activity. Required for normal cell survival
1113	RPL24	9606.ENSP00000377640	RPL24	Ribosomal protein L24; Belongs to the eukaryotic ribosomal protein eL24 family
1114	GABRG1	9606.ENSP00000295452	GABRG1	Gamma-aminobutyric acid receptor subunit gamma-1; GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel; Gamma-aminobutyric acid type A receptor subunits
1115	FLOT2	9606.ENSP00000378368	FLOT2	Flotillin-2; May act as a scaffolding protein within caveolar membranes, functionally participating in formation of caveolae or caveolae-like vesicles. May be involved in epidermal cell adhesion and epidermal structure and function; Belongs to the band 7/mec-2 family. Flotillin subfamily
